,Serial Number,Word,Frequency
12478,12478,trailer,11
12479,12479,hauled,9
12480,12480,horizons,6
12481,12481,camping,18
12482,12482,plywood,9
12483,12483,plastic,32
12484,12484,toilets,4
12485,12485,galleys,4
12486,12486,bunks,17
12487,12487,purchasers,4
12488,12488,encompass,4
12489,12489,horsepower,5
12490,12490,wherein,5
12491,12491,launch,10
12492,12492,rating,10
12493,12493,unduly,6
12494,12494,terrified,7
12495,12495,infancy,11
12496,12496,burdened,4
12497,12497,water's,5
12498,12498,carefree,9
12499,12499,industry's,15
12500,12500,coordinated,14
12501,12501,reorganized,4
12502,12502,commercially,11
12503,12503,dock,8
12504,12504,nomenclature,7
12505,12505,interlocking,9
12506,12506,tappets,13
12507,12507,tappet,15
12508,12508,lengthwise,4
12509,12509,locking,31
12510,12510,angles,11
12511,12511,notches,6
12512,12512,sloping,7
12513,12513,slide,20
12514,12514,pulls,9
12515,12515,levers,6
12516,12516,figs.,19
12517,12517,connecting,6
12518,12518,rails,9
12519,12519,fig.,71
12520,12520,photos,7
12521,12521,1/8'',7
12522,12522,1/4'',8
12523,12523,1/2'',8
12524,12524,widths,5
12525,12525,right-hand,6
12526,12526,12'',5
12527,12527,sq.,4
12528,12528,spacing,6
12529,12529,left-hand,5
12530,12530,solder,4
12531,12531,drilled,5
12532,12532,spacers,5
12533,12533,screws,10
12534,12534,2-56,8
12535,12535,drilling,10
12536,12536,contacts,25
12537,12537,nuts,21
12538,12538,twisted,19
12539,12539,insert,13
12540,12540,slots,5
12541,12541,flush,11
12542,12542,slot,6
12543,12543,underside,5
12544,12544,scribe,4
12545,12545,lifting,8
12546,12546,progresses,6
12547,12547,accessible,5
12548,12548,dia.,4
12549,12549,rotating,11
12550,12550,v-shaped,4
12551,12551,triangular,5
12552,12552,mated,4
12553,12553,files,13
12554,12554,'round,5
12555,12555,rodding,4
12556,12556,remotely,4
12557,12557,equations,10
12558,12558,multiplication,6
12559,12559,subtraction,6
12560,12560,subtracted,4
12561,12561,fractions,20
12562,12562,simplified,9
12563,12563,constants,9
12564,12564,displacement,23
12565,12565,boring,5
12566,12566,cylinders,7
12567,12567,piston,7
12568,12568,computing,11
12569,12569,cylinder,18
12570,12570,cross-sectional,4
12571,12571,centimeters,8
12572,12572,cc.,4
12573,12573,compression,8
12574,12574,combustion,12
12575,12575,liquid,48
12576,12576,valves,4
12577,12577,gasket,4
12578,12578,liquids,6
12579,12579,thickness,44
12580,12580,calculate,4
12581,12581,irregularly,5
12582,12582,irregularity,4
12583,12583,axle,5
12584,12584,tire,22
12585,12585,simplify,9
12586,12586,substituted,15
12587,12587,radius,9
12588,12588,measurement,34
12589,12589,rpm,7
12590,12590,stable,30
12591,12591,dale,5
12592,12592,hanover,66
12593,12593,gal,5
12594,12594,tar,12
12595,12595,2:34,4
12596,12596,colt,18
12597,12597,brood,9
12598,12598,mare,16
12599,12599,fury,19
12600,12600,hoot,9
12601,12601,caper,6
12602,12602,2:35,9
12603,12603,trot,12
12604,12604,thrived,5
12605,12605,thor,9
12606,12606,harness,10
12607,12607,hopples,4
12608,12608,worms,5
12609,12609,paced,11
12610,12610,hustler,4
12611,12611,adios,6
12612,12612,masculine,7
12613,12613,2:36,12
12614,12614,fine-looking,5
12615,12615,hickory,6
12616,12616,trotted,7
12617,12617,2:37,7
12618,12618,faber,5
12619,12619,martha,5
12620,12620,trader,8
12621,12621,three-quarters,4
12622,12622,baffled,5
12623,12623,rocked,8
12624,12624,skipped,8
12625,12625,gallon,6
12626,12626,straightened,19
12627,12627,cathy,20
12628,12628,duke,11
12629,12629,hi,6
12630,12630,stormy,8
12631,12631,mocking,5
12632,12632,shooter,4
12633,12633,rack,9
12634,12634,deerstalker,6
12635,12635,timber,19
12636,12636,velocity,26
12637,12637,ruger,4
12638,12638,magnum,11
12639,12639,cartridge,6
12640,12640,antelope,7
12641,12641,carbine,6
12642,12642,wart,11
12643,12643,barrels,8
12644,12644,revolver,14
12645,12645,bullet,28
12646,12646,compares,6
12647,12647,scales,5
12648,12648,trigger,12
12649,12649,muzzle,10
12650,12650,remington,5
12651,12651,edible,5
12652,12652,flurry,4
12653,12653,'61,4
12654,12654,brands,4
12655,12655,magnums,5
12656,12656,recoil,5
12657,12657,cartridges,5
12658,12658,tubular,4
12659,12659,single-shot,5
12660,12660,brakes,7
12661,12661,shortened,7
12662,12662,pump,11
12663,12663,saddle,25
12664,12664,scabbard,5
12665,12665,cocked,6
12666,12666,tang,4
12667,12667,gauge,12
12668,12668,kid's,12
12669,12669,hunters,6
12670,12670,firearms,7
12671,12671,optional,4
12672,12672,coupled,14
12673,12673,livery,5
12674,12674,1905,6
12675,12675,creaking,5
12676,12676,tallyho,7
12677,12677,cruz,8
12678,12678,orchards,5
12679,12679,lantern,13
12680,12680,complain,11
12681,12681,boulder,10
12682,12682,creek,14
12683,12683,tiring,4
12684,12684,rode,40
12685,12685,hamper,5
12686,12686,smoked,9
12687,12687,sandwiches,4
12688,12688,resin,9
12689,12689,westerly,5
12690,12690,fragrance,6
12691,12691,boots,20
12692,12692,whiskey,17
12693,12693,patent,35
12694,12694,medicines,5
12695,12695,chewing,13
12696,12696,hissing,4
12697,12697,manning's,4
12698,12698,draped,9
12699,12699,roast,10
12700,12700,fond,13
12701,12701,inspect,12
12702,12702,shave,6
12703,12703,roulette,4
12704,12704,groomed,4
12705,12705,jaw,16
12706,12706,kedgeree,4
12707,12707,boiled,10
12708,12708,minced,6
12709,12709,sauce,20
12710,12710,pinch,6
12711,12711,fried,6
12712,12712,ernest,10
12713,12713,grill,12
12714,12714,celery,4
12715,12715,nutmeg,4
12716,12716,sherry,8
12717,12717,amused,9
12718,12718,primacy,5
12719,12719,glistened,4
12720,12720,reins,9
12721,12721,button,10
12722,12722,curve,45
12723,12723,tilt,5
12724,12724,cigar,10
12725,12725,clump,4
12726,12726,fork,14
12727,12727,ripple,5
12728,12728,ink,7
12729,12729,denouncing,4
12730,12730,wright's,9
12731,12731,strewn,6
12732,12732,haunt,4
12733,12733,pigs,6
12734,12734,cured,7
12735,12735,roasted,5
12736,12736,mustard,20
12737,12737,garlic,4
12738,12738,lime,13
12739,12739,tablespoons,7
12740,12740,walnuts,5
12741,12741,pint,13
12742,12742,simmer,5
12743,12743,vineyards,5
12744,12744,nuisance,5
12745,12745,fences,16
12746,12746,pies,5
12747,12747,apple,9
12748,12748,apples,6
12749,12749,oven,7
12750,12750,pie,14
12751,12751,ledger,7
12752,12752,gently,31
12753,12753,syrup,4
12754,12754,unbelievable,4
12755,12755,hawaii,16
12756,12756,u.s.a.,4
12757,12757,photographic,11
12758,12758,birthplace,6
12759,12759,villages,12
12760,12760,peerless,4
12761,12761,metropolis,8
12762,12762,two-day,4
12763,12763,forge,10
12764,12764,beaches,14
12765,12765,ethan,4
12766,12766,winooski,4
12767,12767,ferry,11
12768,12768,locales,4
12769,12769,sunlight,17
12770,12770,expanse,5
12771,12771,tourist,16
12772,12772,photograph,18
12773,12773,surroundings,8
12774,12774,adventure,14
12775,12775,lit,17
12776,12776,photo,5
12777,12777,uneven,6
12778,12778,filtering,6
12779,12779,predominantly,7
12780,12780,midwestern,6
12781,12781,stroll,4
12782,12782,overgrown,4
12783,12783,landmarks,7
12784,12784,boyish,4
12785,12785,mischief,5
12786,12786,cowboys,4
12787,12787,carriages,6
12788,12788,autos,4
12789,12789,forts,4
12790,12790,tulip,4
12791,12791,holland,8
12792,12792,derby,7
12793,12793,zion,6
12794,12794,canyon,12
12795,12795,formations,7
12796,12796,loom,6
12797,12797,istanbul,5
12798,12798,disappearing,5
12799,12799,graceful,10
12800,12800,panorama,4
12801,12801,bosphorus,5
12802,12802,constantine,8
12803,12803,turks,5
12804,12804,t,77
12805,12805,sophia,7
12806,12806,minarets,4
12807,12807,mosque,10
12808,12808,seventeenth,11
12809,12809,bazaar,7
12810,12810,pagan,4
12811,12811,temples,4
12812,12812,justinian,4
12813,12813,emperors,4
12814,12814,michelangelo,20
12815,12815,plastered,5
12816,12816,sultans,4
12817,12817,hippodrome,5
12818,12818,1895,6
12819,12819,obelisk,6
12820,12820,courtyard,8
12821,12821,rectangular,5
12822,12822,burnt,6
12823,12823,pillars,5
12824,12824,lettering,4
12825,12825,towers,5
12826,12826,illuminated,14
12827,12827,cups,14
12828,12828,diamonds,7
12829,12829,swords,4
12830,12830,emeralds,6
12831,12831,squares,13
12832,12832,coals,8
12833,12833,grease,9
12834,12834,sauces,5
12835,12835,detergent,25
12836,12836,rinse,6
12837,12837,shorten,4
12838,12838,aluminum,18
12839,12839,meats,12
12840,12840,thermometer,10
12841,12841,diagonally,4
12842,12842,hibachi,5
12843,12843,forks,7
12844,12844,flares,6
12845,12845,unbreakable,5
12846,12846,coolers,4
12847,12847,hamburgers,4
12848,12848,frozen,27
12849,12849,chilled,7
12850,12850,dressing,22
12851,12851,buns,8
12852,12852,75%,4
12853,12853,knives,7
12854,12854,franks,8
12855,12855,sausages,5
12856,12856,threaded,4
12857,12857,frankfurter,17
12858,12858,gloves,7
12859,12859,sized,4
12860,12860,skinless,4
12861,12861,charcoal,14
12862,12862,cheese,9
12863,12863,fix,14
12864,12864,popping,6
12865,12865,chili,6
12866,12866,tablespoon,6
12867,12867,frankfurters,7
12868,12868,1/4,9
12869,12869,chunks,5
12870,12870,spear,7
12871,12871,sauerkraut,4
12872,12872,onions,4
12873,12873,teaspoon,4
12874,12874,pretend,8
12875,12875,drained,7
12876,12876,rectangle,4
12877,12877,strips,14
12878,12878,pottery,16
12879,12879,molds,7
12880,12880,stains,10
12881,12881,bubbles,14
12882,12882,cracking,15
12883,12883,wax,14
12884,12884,mold,45
12885,12885,cavity,12
12886,12886,antique,12
12887,12887,cupped,4
12888,12888,tapping,6
12889,12889,plaster,23
12890,12890,bending,7
12891,12891,warping,4
12892,12892,craters,5
12893,12893,bisque,6
12894,12894,glazed,5
12895,12895,coats,10
12896,12896,creek-turn,5
12897,12897,decorated,6
12898,12898,stained,28
12899,12899,stain,6
12900,12900,manufacturer's,4
12901,12901,opaque,6
12902,12902,transparent,13
12903,12903,spaced,8
12904,12904,pencil,34
12905,12905,lids,5
12906,12906,jar,16
12907,12907,measurements,54
12908,12908,circular,21
12909,12909,overlap,4
12910,12910,coil,6
12911,12911,rim,5
12912,12912,construct,12
12913,12913,reinforce,10
12914,12914,creamer,4
12915,12915,seam,9
12916,12916,container,10
12917,12917,spoon,6
12918,12918,vases,11
12919,12919,candles,5
12920,12920,holder,27
12921,12921,cardboard,5
12922,12922,bottle,76
12923,12923,strand,7
12924,12924,stitches,4
12925,12925,marker,5
12926,12926,needle,15
12927,12927,sew,6
12928,12928,backstitch,4
12929,12929,curved,7
12930,12930,weaving,5
12931,12931,sock,4
12932,12932,hotei,5
12933,12933,galley,4
12934,12934,toilet,13
12935,12935,cruiser,4
12936,12936,bin,9
12937,12937,needless,11
12938,12938,fiberglas,5
12939,12939,hauling,4
12940,12940,one-inch,6
12941,12941,mahogany,8
12942,12942,battens,15
12943,12943,nails,14
12944,12944,nail,6
12945,12945,glue,8
12946,12946,transom,17
12947,12947,glued,19
12948,12948,keelson,10
12949,12949,chines,5
12950,12950,planking,8
12951,12951,jig,8
12952,12952,screwed,14
12953,12953,stem,30
12954,12954,butt,12
12955,12955,clamps,6
12956,12956,clamped,8
12957,12957,plank,7
12958,12958,pigment,9
12959,12959,mixing,10
12960,12960,linden,7
12961,12961,installing,5
12962,12962,fasten,4
12963,12963,flooring,7
12964,12964,exterior,8
12965,12965,bottoms,8
12966,12966,floorboards,4
12967,12967,bunk,18
12968,12968,drains,5
12969,12969,cement,11
12970,12970,cottages,6
12971,12971,modular,4
12972,12972,timbers,5
12973,12973,ingenious,10
12974,12974,specify,11
12975,12975,expandable,6
12976,12976,mesh,4
12977,12977,coated,4
12978,12978,particle,21
12979,12979,obtainable,11
12980,12980,compound,11
12981,12981,milling,18
12982,12982,attachments,4
12983,12983,spindle,8
12984,12984,quill,9
12985,12985,movable,19
12986,12986,tilted,12
12987,12987,radial,5
12988,12988,horizontal,9
12989,12989,set-up,4
12990,12990,securely,5
12991,12991,sealed,13
12992,12992,dusting,6
12993,12993,adjusting,11
12994,12994,drills,4
12995,12995,fibers,23
12996,12996,cutter,4
12997,12997,reversing,6
12998,12998,scrap,8
12999,12999,dimensional,11
13000,13000,sequence,35
13001,13001,newbury,4
13002,13002,newburyport,5
13003,13003,salisbury,5
13004,13004,petitioned,4
13005,13005,merrimack,4
13006,13006,jonathan,5
13007,13007,commonwealth,7
13008,13008,politic,4
13009,13009,timothy,11
13010,13010,arch,13
13011,13011,supervised,4
13012,13012,coombs,9
13013,13013,travels,5
13014,13014,breadth,7
13015,13015,thirty-four,7
13016,13016,invention,20
13017,13017,portsmouth,4
13018,13018,1810,5
13019,13019,1793,5
13020,13020,piers,6
13021,13021,eccentric,11
13022,13022,cheek,20
13023,13023,fayette,4
13024,13024,hereby,8
13025,13025,relates,8
13026,13026,oxen,10
13027,13027,drowned,6
13028,13028,rebuilt,4
13029,13029,roadway,5
13030,13030,1868,5
13031,13031,philippi,5
13032,13032,infantry,16
13033,13033,retreating,5
13034,13034,armies,15
13035,13035,buggy,6
13036,13036,parkersburg,4
13037,13037,grafton,5
13038,13038,carving,6
13039,13039,beams,13
13040,13040,raid,10
13041,13041,piling,6
13042,13042,reasoned,4
13043,13043,confederate,14
13044,13044,centering,5
13045,13045,rigorous,7
13046,13046,cling,6
13047,13047,dreaming,11
13048,13048,tubes,24
13049,13049,annoying,6
13050,13050,colder,5
13051,13051,dictated,5
13052,13052,pavement,11
13053,13053,pertaining,5
13054,13054,gatherings,7
13055,13055,fantasies,4
13056,13056,trunks,5
13057,13057,ratings,9
13058,13058,protesting,7
13059,13059,brutal,7
13060,13060,dripping,7
13061,13061,bathing,15
13062,13062,localities,4
13063,13063,chlorine,33
13064,13064,paints,10
13065,13065,enjoined,5
13066,13066,bottles,15
13067,13067,pool's,6
13068,13068,ph,8
13069,13069,filter,9
13070,13070,pins,6
13071,13071,debris,8
13072,13072,pumping,8
13073,13073,insect,14
13074,13074,pipes,7
13075,13075,latitude,5
13076,13076,conditioning,14
13077,13077,ducts,6
13078,13078,installation,12
13079,13079,upkeep,6
13080,13080,offset,9
13081,13081,thermal,33
13082,13082,filtered,6
13083,13083,awake,20
13084,13084,refreshed,5
13085,13085,screens,10
13086,13086,conditioner,13
13087,13087,economical,22
13088,13088,filters,4
13089,13089,furnace,11
13090,13090,blower,4
13091,13091,conditioners,5
13092,13092,basement,31
13093,13093,closet,16
13094,13094,garage,21
13095,13095,insulation,10
13096,13096,circulated,4
13097,13097,thermostat,6
13098,13098,extracted,9
13099,13099,negligible,10
13100,13100,btu,6
13101,13101,safest,4
13102,13102,comfortably,12
13103,13103,penetrate,7
13104,13104,draperies,4
13105,13105,insulated,4
13106,13106,condensation,7
13107,13107,pretending,12
13108,13108,geological,8
13109,13109,etcetera,9
13110,13110,investigator,4
13111,13111,desolate,6
13112,13112,potentials,4
13113,13113,frontage,7
13114,13114,vastly,10
13115,13115,overall,12
13116,13116,overlooks,4
13117,13117,shrubs,4
13118,13118,coastal,4
13119,13119,stones,12
13120,13120,caves,6
13121,13121,encroachment,5
13122,13122,topography,6
13123,13123,slopes,7
13124,13124,checking,5
13125,13125,serge,5
13126,13126,republics,6
13127,13127,prokofieff's,6
13128,13128,ascending,4
13129,13129,skeptical,7
13130,13130,high-pitched,7
13131,13131,oranges,6
13132,13132,aristocracy,4
13133,13133,laissez-faire,5
13134,13134,mistress,5
13135,13135,gaiety,8
13136,13136,outraged,7
13137,13137,submission,4
13138,13138,beset,7
13139,13139,treaties,4
13140,13140,disciplines,4
13141,13141,epoch,6
13142,13142,fluent,5
13143,13143,environment,43
13144,13144,compose,6
13145,13145,tenderness,4
13146,13146,profile,15
13147,13147,instrumentation,4
13148,13148,novelty,5
13149,13149,traditionalist,4
13150,13150,disparate,4
13151,13151,compass,13
13152,13152,swayed,9
13153,13153,transform,7
13154,13154,homogeneity,5
13155,13155,shabby,5
13156,13156,eighty,11
13157,13157,unfolded,4
13158,13158,swiftly,15
13159,13159,rigors,4
13160,13160,extracting,4
13161,13161,expeditions,6
13162,13162,imparted,4
13163,13163,engraved,4
13164,13164,max,12
13165,13165,independently,12
13166,13166,watercolor,12
13167,13167,recognizable,7
13168,13168,washes,5
13169,13169,spontaneity,7
13170,13170,linear,21
13171,13171,thoughtfully,14
13172,13172,easel,5
13173,13173,umbrella,8
13174,13174,cleansing,4
13175,13175,tissue,41
13176,13176,soften,4
13177,13177,shaved,9
13178,13178,umber,4
13179,13179,connotation,5
13180,13180,synthesis,16
13181,13181,inventory,23
13182,13182,medals,4
13183,13183,1931,8
13184,13184,gymnasts,4
13185,13185,athletes,5
13186,13186,gymnastics,11
13187,13187,persistence,9
13188,13188,gymnastic,4
13189,13189,newborn,6
13190,13190,fitness,8
13191,13191,anxiety,42
13192,13192,clumsy,6
13193,13193,abdominal,4
13194,13194,climb,12
13195,13195,palms,8
13196,13196,straighten,7
13197,13197,lessening,7
13198,13198,beginnings,9
13199,13199,electronics,32
13200,13200,staggering,6
13201,13201,x-ray,14
13202,13202,ultrasonic,8
13203,13203,ultraviolet,14
13204,13204,microscopy,4
13205,13205,bacteria,8
13206,13206,microorganisms,12
13207,13207,microscopic,8
13208,13208,replaces,6
13209,13209,microscope,8
13210,13210,amplified,6
13211,13211,wavelength,4
13212,13212,rotated,6
13213,13213,illumination,9
13214,13214,advancing,4
13215,13215,respiratory,17
13216,13216,monster,6
13217,13217,patient's,21
13218,13218,carbon,30
13219,13219,nitrogen,12
13220,13220,lung,16
13221,13221,mouthpiece,7
13222,13222,heartbeat,4
13223,13223,outlines,6
13224,13224,sonar,7
13225,13225,meters,11
13226,13226,traverse,5
13227,13227,generator,14
13228,13228,evaluation,31
13229,13229,transducer,10
13230,13230,outputs,5
13231,13231,computer,13
13232,13232,receivers,5
13233,13233,cm.,12
13234,13234,resonant,4
13235,13235,antenna,13
13236,13236,detected,12
13237,13237,receiver,13
13238,13238,transmitted,8
13239,13239,detection,13
13240,13240,exploration,25
13241,13241,submerged,7
13242,13242,scanning,4
13243,13243,indicator,8
13244,13244,anatomical,9
13245,13245,specially,9
13246,13246,lens,12
13247,13247,diameters,4
13248,13248,tub,13
13249,13249,veins,6
13250,13250,oersted's,7
13251,13251,boyhood,5
13252,13252,denmark,4
13253,13253,surveyor,5
13254,13254,borrow,9
13255,13255,stimulate,6
13256,13256,copenhagen,6
13257,13257,lodging,5
13258,13258,supplemented,6
13259,13259,banished,7
13260,13260,essay,19
13261,13261,pharmacy,5
13262,13262,divisive,5
13263,13263,oersted,13
13264,13264,voltaic,7
13265,13265,ritter,9
13266,13266,1801,4
13267,13267,host's,5
13268,13268,fertile,5
13269,13269,disorganized,5
13270,13270,celestial,8
13271,13271,corresponded,4
13272,13272,1819,7
13273,13273,reckon,7
13274,13274,1817,4
13275,13275,salts,6
13276,13276,pursue,20
13277,13277,faculties,5
13278,13278,1812,4
13279,13279,esteem,5
13280,13280,chemists,4
13281,13281,magnetism,8
13282,13282,similarity,9
13283,13283,analogies,4
13284,13284,fuse,5
13285,13285,vapor,12
13286,13286,electrostatic,9
13287,13287,polarity,5
13288,13288,additives,4
13289,13289,sanctioned,4
13290,13290,drugs,28
13291,13291,veterinary,4
13292,13292,assumes,8
13293,13293,drug's,17
13294,13294,hydrochloride,4
13295,13295,bacterial,14
13296,13296,diarrhea,7
13297,13297,incidence,7
13298,13298,bloat,8
13299,13299,calves,6
13300,13300,grams,18
13301,13301,scours,5
13302,13302,0.1,9
13303,13303,severity,5
13304,13304,0.5,9
13305,13305,onset,38
13306,13306,disappear,11
13307,13307,aureomycin,5
13308,13308,reduces,7
13309,13309,infections,5
13310,13310,rot,8
13311,13311,milligram,5
13312,13312,infection,8
13313,13313,abortion,6
13314,13314,dynafac,4
13315,13315,0.2,4
13316,13316,gram,10
13317,13317,0.4,4
13318,13318,consuming,5
13319,13319,lambs,7
13320,13320,diethylstilbestrol,4
13321,13321,creep,10
13322,13322,iodinated,7
13323,13323,registry,7
13324,13324,enzymes,11
13325,13325,enzyme,6
13326,13326,preparations,15
13327,13327,extracts,4
13328,13328,utilization,9
13329,13329,phenothiazine,4
13330,13330,reproduction,6
13331,13331,worm,4
13332,13332,pasture,14
13333,13333,sodium,12
13334,13334,ketosis,6
13335,13335,fence-line,4
13336,13336,self-unloading,4
13337,13337,mechanized,5
13338,13338,elevator,12
13339,13339,sixties,22
13340,13340,yrs.,4
13341,13341,intensification,8
13342,13342,distributors,4
13343,13343,distributor,7
13344,13344,enhance,5
13345,13345,headaches,6
13346,13346,economies,7
13347,13347,evaluated,11
13348,13348,beats,4
13349,13349,quantitative,9
13350,13350,qualitative,6
13351,13351,beverage,5
13352,13352,wrapped,14
13353,13353,defining,10
13354,13354,politeness,5
13355,13355,adhere,4
13356,13356,necessities,13
13357,13357,dictionary,57
13358,13358,occupational,11
13359,13359,furnishes,5
13360,13360,institutional,9
13361,13361,determines,14
13362,13362,examining,7
13363,13363,carpentry,4
13364,13364,extant,5
13365,13365,synthetic,12
13366,13366,inhibition,6
13367,13367,frowned,8
13368,13368,educator,10
13369,13369,denies,6
13370,13370,tolerate,4
13371,13371,shortsighted,5
13372,13372,molding,15
13373,13373,suffice,5
13374,13374,correlation,16
13375,13375,accreditation,7
13376,13376,printing,18
13377,13377,restricting,4
13378,13378,entitles,4
13379,13379,uninterrupted,5
13380,13380,vending,6
13381,13381,relying,5
13382,13382,commensurate,4
13383,13383,vacations,9
13384,13384,assigning,9
13385,13385,rigidly,8
13386,13386,distinguish,19
13387,13387,treatments,11
13388,13388,overboard,8
13389,13389,checkbook,5
13390,13390,periodically,6
13391,13391,alerting,4
13392,13392,bereavement,4
13393,13393,worker's,4
13394,13394,deceased,10
13395,13395,alleviate,5
13396,13396,containers,4
13397,13397,adopting,11
13398,13398,ammunition,18
13399,13399,consultants,7
13400,13400,saami's,6
13401,13401,carryover,12
13402,13402,teen,6
13403,13403,tents,10
13404,13404,campers,9
13405,13405,harassed,6
13406,13406,rods,4
13407,13407,migration,5
13408,13408,comforts,5
13409,13409,wandering,7
13410,13410,willingly,4
13411,13411,rebelled,4
13412,13412,public's,6
13413,13413,remedies,6
13414,13414,gage,4
13415,13415,fights,6
13416,13416,advancement,10
13417,13417,turbine,6
13418,13418,classifications,4
13419,13419,equivalence,4
13420,13420,secretaries,9
13421,13421,high-level,4
13422,13422,patents,19
13423,13423,badge,5
13424,13424,evaluations,5
13425,13425,oakwood,5
13426,13426,metered,4
13427,13427,tri-state,12
13428,13428,tenants,9
13429,13429,lays,6
13430,13430,supplier,6
13431,13431,shocks,5
13432,13432,coolant,4
13433,13433,bugs,8
13434,13434,radiator,4
13435,13435,fluids,15
13436,13436,clause,9
13437,13437,discount,12
13438,13438,reductions,4
13439,13439,liability,7
13440,13440,plastics,31
13441,13441,entrenched,5
13442,13442,neon,14
13443,13443,tubing,6
13444,13444,aggregate,8
13445,13445,fabrication,8
13446,13446,lb.,19
13447,13447,molded,12
13448,13448,low-cost,6
13449,13449,styrene,7
13450,13450,acrylic,11
13451,13451,dominates,7
13452,13452,extruded,9
13453,13453,pont's,15
13454,13454,chipping,6
13455,13455,cellulose,10
13456,13456,acetate,7
13457,13457,butyrate,9
13458,13458,three-dimensional,10
13459,13459,vinyl,4
13460,13460,polyester,5
13461,13461,trans-illuminated,6
13462,13462,polyethylene,4
13463,13463,expectancy,4
13464,13464,shielded,5
13465,13465,obstruct,4
13466,13466,adhesive,6
13467,13467,sec.,19
13468,13468,ft.,9
13469,13469,changeable,5
13470,13470,characterizes,4
13471,13471,openings,7
13472,13472,cemented,4
13473,13473,corrugated,4
13474,13474,installations,16
13475,13475,formulation,17
13476,13476,sprayed,6
13477,13477,quicker,6
13478,13478,bathtub,4
13479,13479,doorway,15
13480,13480,stud,7
13481,13481,drywall,4
13482,13482,unload,7
13483,13483,carrier,9
13484,13484,unitized,5
13485,13485,lb,8
13486,13486,unloading,5
13487,13487,packages,6
13488,13488,high-priced,5
13489,13489,bricks,6
13490,13490,scaffold,6
13491,13491,carpenter,6
13492,13492,$.03,4
13493,13493,smart,21
13494,13494,palaces,5
13495,13495,capitals,4
13496,13496,champagne,13
13497,13497,rue,6
13498,13498,untouched,9
13499,13499,clinging,7
13500,13500,lofty,5
13501,13501,squat,7
13502,13502,kilometer,8
13503,13503,twenty-one,8
13504,13504,wiser,7
13505,13505,travelling,4
13506,13506,sedans,4
13507,13507,supplementary,9
13508,13508,indulge,9
13509,13509,seating,5
13510,13510,nickel,7
13511,13511,limousine,4
13512,13512,chauffeur,4
13513,13513,skimming,4
13514,13514,cute,5
13515,13515,peanuts,5
13516,13516,linguist,13
13517,13517,programming,5
13518,13518,perverse,5
13519,13519,knotted,4
13520,13520,anthropology,7
13521,13521,linguistics,5
13522,13522,charting,7
13523,13523,norms,24
13524,13524,linguists,11
13525,13525,systematic,18
13526,13526,psychiatric,5
13527,13527,therapy,12
13528,13528,1950's,4
13529,13529,three-part,5
13530,13530,laughing,28
13531,13531,nodding,7
13532,13532,cetera,4
13533,13533,impaired,7
13534,13534,revealing,11
13535,13535,relate,7
13536,13536,therapeutic,13
13537,13537,psychiatrists,5
13538,13538,discernible,8
13539,13539,psychotherapy,6
13540,13540,therapist,19
13541,13541,linguistic,10
13542,13542,flags,5
13543,13543,rehearsed,7
13544,13544,ambiguity,11
13545,13545,stressing,5
13546,13546,scientifically,4
13547,13547,indicators,9
13548,13548,pronouns,4
13549,13549,x-rays,5
13550,13550,actuality,8
13551,13551,stammered,4
13552,13552,freighter,4
13553,13553,sailed,10
13554,13554,bari,14
13555,13555,anchored,10
13556,13556,berth,4
13557,13557,mole,4
13558,13558,laden,6
13559,13559,ammo,4
13560,13560,hideous,11
13561,13561,poisonous,5
13562,13562,inhumane,4
13563,13563,depot,13
13564,13564,vile,5
13565,13565,cargo,7
13566,13566,secrecy,9
13567,13567,decks,6
13568,13568,raids,5
13569,13569,vesole,5
13570,13570,stunned,8
13571,13571,shook,57
13572,13572,he'd,98
13573,13573,seaman,7
13574,13574,gazed,7
13575,13575,officer's,13
13576,13576,damned,19
13577,13577,vecchio,8
13578,13578,shiver,4
13579,13579,musmanno,4
13580,13580,fluttering,4
13581,13581,snatched,11
13582,13582,flashlight,8
13583,13583,laughed,51
13584,13584,bellowed,6
13585,13585,roared,18
13586,13586,crashing,7
13587,13587,airports,4
13588,13588,invisible,8
13589,13589,beacon,5
13590,13590,imbedded,4
13591,13591,clambered,6
13592,13592,wounded,23
13593,13593,cries,6
13594,13594,gaze,12
13595,13595,staring,26
13596,13596,weird,10
13597,13597,deja,7
13598,13598,vue,10
13599,13599,scorn,4
13600,13600,psychical,4
13601,13601,irregular,9
13602,13602,slab,9
13603,13603,clasping,4
13604,13604,whispered,23
13605,13605,overwhelmed,4
13606,13606,wakeful,5
13607,13607,imagery,10
13608,13608,subconsciously,4
13609,13609,concurrent,7
13610,13610,sensory,9
13611,13611,unexplained,4
13612,13612,images,37
13613,13613,momentary,6
13614,13614,perpetuate,5
13615,13615,counterpart,9
13616,13616,bizarre,7
13617,13617,escorted,5
13618,13618,gradient,14
13619,13619,peculiarly,8
13620,13620,depew,4
13621,13621,psychologist,10
13622,13622,orator,5
13623,13623,nutrition,8
13624,13624,caring,10
13625,13625,lends,4
13626,13626,farming,16
13627,13627,sandy,6
13628,13628,erosion,6
13629,13629,faulkner,21
13630,13630,herd,22
13631,13631,wastes,6
13632,13632,pails,4
13633,13633,soils,15
13634,13634,cabbage,4
13635,13635,whole-wheat,6
13636,13636,eyeing,4
13637,13637,cereal,17
13638,13638,cereals,4
13639,13639,liberally,4
13640,13640,hens,4
